Reflect_Week,State,UCFE,UCX,EUC_1990,TEUC,EUC_08_Tier_I,EUC_08_Tier_II,EUC_08_Tier_III,EUC_08_Tier_IV,EUC08_Total,EB,State_AB,STC,PUA,PEUC,Total,Unemployment_Rate
01/04/86,54120.00 ,1743.00 ,471.00 ,,,,,,,,11.00 ,0.00 ,0.00 ,,,56345.00 ,
01/11/86,62228.00 ,1655.00 ,569.00 ,,,,,,,,17.00 ,0.00 ,0.00 ,,,64469.00 ,
01/18/86,104031.00 ,2563.00 ,862.00 ,,,,,,,,34.00 ,0.00 ,0.00 ,,,107490.00 ,
01/25/86,259767.00 ,3252.00 ,2370.00 ,,,,,,,,61.00 ,18.00 ,35.00 ,,,265503.00 ,
02/01/86,870251.00 ,8610.00 ,5945.00 ,,,,,,,,96.00 ,26.00 ,7488.00 ,,,892416.00 ,
02/08/86,2927492.00 ,23239.00 ,19972.00 ,,,,,,,,3882.00 ,6983.00 ,9092.00 ,,,2990660.00 ,
02/15/86,3148327.00 ,26518.00 ,20596.00 ,,,,,,,,14054.00 ,6801.00 ,10763.00 ,,,3227059.00 ,
02/22/86,3286891.00 ,25380.00 ,21797.00 ,,,,,,,,21605.00 ,7722.00 ,14949.00 ,,,3378344.00 ,
03/01/86,3188289.00 ,27617.00 ,20629.00 ,,,,,,,,15231.00 ,8173.00 ,10836.00 ,,,3270775.00 ,
03/08/86,3136770.00 ,24534.00 ,20450.00 ,,,,,,,,15163.00 ,7408.00 ,12185.00 ,,,3216510.00 ,
03/15/86,3100411.00 ,25814.00 ,20528.00 ,,,,,,,,14210.00 ,7016.00 ,10475.00 ,,,3178454.00 ,
03/22/86,2995724.00 ,23547.00 ,19864.00 ,,,,,,,,16839.00 ,5770.00 ,9106.00 ,,,3070850.00 ,
03/29/86,2843617.00 ,24509.00 ,18746.00 ,,,,,,,,15587.00 ,5968.00 ,7372.00 ,,,2915799.00 ,
04/05/86,3351820.00 ,22072.00 ,19067.00 ,,,,,,,,19150.00 ,5218.00 ,8531.00 ,,,3425858.00 ,
04/12/86,2777277.00 ,23865.00 ,19423.00 ,,,,,,,,14718.00 ,5163.00 ,9517.00 ,,,2849963.00 ,
04/19/86,2688508.00 ,21239.00 ,18519.00 ,,,,,,,,17671.00 ,5481.00 ,8803.00 ,,,2760221.00 ,
04/26/86,2517469.00 ,20485.00 ,17263.00 ,,,,,,,,15449.00 ,5116.00 ,9520.00 ,,,2585302.00 ,
05/03/86,2423085.00 ,19225.00 ,16897.00 ,,,,,,,,16825.00 ,5199.00 ,9218.00 ,,,2490449.00 ,
05/10/86,2838253.00 ,20494.00 ,17783.00 ,,,,,,,,14290.00 ,4867.00 ,8247.00 ,,,2903934.00 ,
05/17/86,2445158.00 ,19532.00 ,17734.00 ,,,,,,,,15950.00 ,4976.00 ,7377.00 ,,,2510727.00 ,
05/24/86,2262723.00 ,18611.00 ,16709.00 ,,,,,,,,9167.00 ,11190.00 ,5768.00 ,,,2324168.00 ,
05/31/86,2439999.00 ,20065.00 ,21459.00 ,,,,,,,,27169.00 ,5211.00 ,8957.00 ,,,2522860.00 ,
06/07/86,2406246.00 ,20351.00 ,18478.00 ,,,,,,,,42098.00 ,4853.00 ,7960.00 ,,,2499986.00 ,
06/14/86,2412345.00 ,20439.00 ,19021.00 ,,,,,,,,35461.00 ,4921.00 ,8235.00 ,,,2500422.00 ,
06/21/86,2365883.00 ,21516.00 ,18576.00 ,,,,,,,,39393.00 ,4926.00 ,8419.00 ,,,2458713.00 ,
06/28/86,2271625.00 ,19787.00 ,17824.00 ,,,,,,,,34471.00 ,4862.00 ,7835.00 ,,,2356404.00 ,
07/05/86,2579039.00 ,22450.00 ,20914.00 ,,,,,,,,37761.00 ,4614.00 ,7111.00 ,,,2671889.00 ,
07/12/86,2588179.00 ,23112.00 ,20877.00 ,,,,,,,,36369.00 ,2814.00 ,6378.00 ,,,2677729.00 ,
07/19/86,2518510.00 ,23801.00 ,20511.00 ,,,,,,,,34677.00 ,2887.00 ,4150.00 ,,,2604536.00 ,
07/26/86,2503223.00 ,23320.00 ,21523.00 ,,,,,,,,32559.00 ,2799.00 ,7781.00 ,,,2591205.00 ,
08/02/86,2476682.00 ,23334.00 ,20692.00 ,,,,,,,,32325.00 ,2819.00 ,7287.00 ,,,2563139.00 ,
08/09/86,2511374.00 ,22635.00 ,21654.00 ,,,,,,,,31823.00 ,2984.00 ,7979.00 ,,,2598449.00 ,
08/16/86,2443067.00 ,22081.00 ,21427.00 ,,,,,,,,30982.00 ,2679.00 ,8070.00 ,,,2528306.00 ,
08/23/86,2401795.00 ,21078.00 ,21784.00 ,,,,,,,,26285.00 ,2651.00 ,7384.00 ,,,2480977.00 ,
08/30/86,2249507.00 ,19617.00 ,19547.00 ,,,,,,,,22978.00 ,2622.00 ,7272.00 ,,,2321543.00 ,
09/06/86,2385791.00 ,21135.00 ,21791.00 ,,,,,,,,24345.00 ,2598.00 ,7007.00 ,,,2462667.00 ,
09/13/86,2243350.00 ,20659.00 ,20897.00 ,,,,,,,,23631.00 ,2650.00 ,6761.00 ,,,2317948.00 ,
09/20/86,2210489.00 ,20396.00 ,19956.00 ,,,,,,,,23022.00 ,2705.00 ,6899.00 ,,,2283467.00 ,
09/27/86,2064685.00 ,19201.00 ,18342.00 ,,,,,,,,24075.00 ,2171.00 ,7552.00 ,,,2136026.00 ,
10/04/86,2188612.00 ,20525.00 ,18536.00 ,,,,,,,,27754.00 ,1769.00 ,6127.00 ,,,2263323.00 ,
10/11/86,2549193.00 ,21283.00 ,17299.00 ,,,,,,,,27679.00 ,1298.00 ,6086.00 ,,,2622838.00 ,
10/18/86,2273002.00 ,23456.00 ,18204.00 ,,,,,,,,31754.00 ,1436.00 ,7043.00 ,,,2354895.00 ,
10/25/86,2224763.00 ,23299.00 ,17388.00 ,,,,,,,,32473.00 ,1354.00 ,7236.00 ,,,2306513.00 ,
11/01/86,2208480.00 ,22223.00 ,16731.00 ,,,,,,,,33147.00 ,1441.00 ,9921.00 ,,,2291943.00 ,
11/08/86,2171997.00 ,22714.00 ,16071.00 ,,,,,,,,34323.00 ,1290.00 ,6222.00 ,,,2252617.00 ,
11/15/86,2430628.00 ,24451.00 ,18223.00 ,,,,,,,,35773.00 ,1381.00 ,8906.00 ,,,2519362.00 ,
11/22/86,2104188.00 ,22136.00 ,15032.00 ,,,,,,,,33231.00 ,1110.00 ,6456.00 ,,,2182153.00 ,
11/29/86,2752940.00 ,26574.00 ,19387.00 ,,,,,,,,42210.00 ,1523.00 ,7787.00 ,,,2850421.00 ,
12/06/86,2576832.00 ,25957.00 ,17436.00 ,,,,,,,,39835.00 ,1454.00 ,7677.00 ,,,2669191.00 ,
12/13/86,2654323.00 ,25931.00 ,18578.00 ,,,,,,,,38335.00 ,1772.00 ,8004.00 ,,,2746943.00 ,
12/20/86,2378236.00 ,23303.00 ,15205.00 ,,,,,,,,32874.00 ,1397.00 ,5095.00 ,,,2456110.00 ,
12/27/86,2821458.00 ,24822.00 ,18371.00 ,,,,,,,,32496.00 ,1286.00 ,4560.00 ,,,2902993.00 ,
01/03/87,3440489.00 ,28687.00 ,19704.00 ,,,,,,,,34228.00 ,2033.00 ,8956.00 ,,,3534097.00 ,
01/10/87,3201545.00 ,26181.00 ,20128.00 ,,,,,,,,28915.00 ,2078.00 ,20521.00 ,,,3299368.00 ,
01/17/87,3031372.00 ,27570.00 ,19057.00 ,,,,,,,,27803.00 ,2308.00 ,16754.00 ,,,3124864.00 ,
01/24/87,3153362.00 ,26503.00 ,21248.00 ,,,,,,,,27487.00 ,2459.00 ,13833.00 ,,,3244892.00 ,
01/31/87,3170619.00 ,28586.00 ,20345.00 ,,,,,,,,26377.00 ,2398.00 ,10547.00 ,,,3258872.00 ,
02/07/87,3052085.00 ,24697.00 ,20265.00 ,,,,,,,,26621.00 ,2096.00 ,8099.00 ,,,3133863.00 ,
02/14/87,3013515.00 ,26021.00 ,19335.00 ,,,,,,,,26004.00 ,2036.00 ,8541.00 ,,,3095452.00 ,
02/21/87,3116557.00 ,24506.00 ,20738.00 ,,,,,,,,26321.00 ,3555.00 ,7789.00 ,,,3199466.00 ,
02/28/87,3080261.00 ,25818.00 ,19784.00 ,,,,,,,,25732.00 ,7618.00 ,6914.00 ,,,3166127.00 ,
03/07/87,2971842.00 ,23104.00 ,20213.00 ,,,,,,,,27298.00 ,5762.00 ,7110.00 ,,,3055329.00 ,
03/14/87,2512342.00 ,20461.00 ,17815.00 ,,,,,,,,25819.00 ,5077.00 ,1967.00 ,,,2583481.00 ,
03/21/87,2787439.00 ,21631.00 ,20152.00 ,,,,,,,,23845.00 ,7577.00 ,6498.00 ,,,2867142.00 ,
03/28/87,2752541.00 ,19177.00 ,20031.00 ,,,,,,,,9465.00 ,6783.00 ,6138.00 ,,,2814135.00 ,
04/04/87,2705583.00 ,20439.00 ,20332.00 ,,,,,,,,7971.00 ,7365.00 ,5600.00 ,,,2767290.00 ,
04/11/87,2556302.00 ,21037.00 ,20102.00 ,,,,,,,,11925.00 ,5791.00 ,6262.00 ,,,2621419.00 ,
04/18/87,2494828.00 ,19394.00 ,20303.00 ,,,,,,,,7498.00 ,5753.00 ,5669.00 ,,,2553445.00 ,
04/25/87,2416563.00 ,19937.00 ,19667.00 ,,,,,,,,11289.00 ,5211.00 ,4133.00 ,,,2476800.00 ,
05/02/87,2216192.00 ,17622.00 ,19051.00 ,,,,,,,,7525.00 ,5225.00 ,4935.00 ,,,2270550.00 ,
05/09/87,2243162.00 ,20953.00 ,19097.00 ,,,,,,,,9416.00 ,4862.00 ,4311.00 ,,,2301801.00 ,
05/16/87,2183864.00 ,17767.00 ,19671.00 ,,,,,,,,7184.00 ,5087.00 ,3548.00 ,,,2237121.00 ,
05/23/87,2026574.00 ,16812.00 ,18351.00 ,,,,,,,,8062.00 ,5363.00 ,3948.00 ,,,2079110.00 ,
05/30/87,2153275.00 ,17555.00 ,20414.00 ,,,,,,,,7120.00 ,3247.00 ,5885.00 ,,,2207496.00 ,
06/06/87,2044303.00 ,17954.00 ,18861.00 ,,,,,,,,7219.00 ,2687.00 ,4376.00 ,,,2095400.00 ,
06/13/87,2073126.00 ,17794.00 ,19455.00 ,,,,,,,,7364.00 ,2972.00 ,6017.00 ,,,2126728.00 ,
06/20/87,2034732.00 ,18921.00 ,18698.00 ,,,,,,,,3826.00 ,2472.00 ,5265.00 ,,,2083914.00 ,
06/27/87,1710633.00 ,15072.00 ,16624.00 ,,,,,,,,2869.00 ,1790.00 ,1333.00 ,,,1748321.00 ,
07/04/87,1735815.00 ,16774.00 ,17027.00 ,,,,,,,,2693.00 ,1547.00 ,1615.00 ,,,1775471.00 ,
07/11/87,1858189.00 ,17671.00 ,17150.00 ,,,,,,,,2597.00 ,1827.00 ,899.00 ,,,1898333.00 ,
07/18/87,1846332.00 ,19039.00 ,16679.00 ,,,,,,,,2326.00 ,1749.00 ,1598.00 ,,,1887723.00 ,
07/25/87,2156904.00 ,21557.00 ,18741.00 ,,,,,,,,2208.00 ,2890.00 ,5306.00 ,,,2207606.00 ,
08/01/87,2143831.00 ,21444.00 ,18056.00 ,,,,,,,,2165.00 ,2460.00 ,4768.00 ,,,2192724.00 ,
08/08/87,2105588.00 ,20979.00 ,18289.00 ,,,,,,,,1998.00 ,2852.00 ,4542.00 ,,,2154248.00 ,
08/15/87,2020102.00 ,20918.00 ,18166.00 ,,,,,,,,2183.00 ,2472.00 ,5283.00 ,,,2069124.00 ,
08/22/87,1954734.00 ,42697.00 ,17539.00 ,,,,,,,,1977.00 ,2818.00 ,4959.00 ,,,2024724.00 ,
08/29/87,1898922.00 ,19719.00 ,16986.00 ,,,,,,,,2268.00 ,2466.00 ,4599.00 ,,,1944960.00 ,
09/05/87,1747387.00 ,18223.00 ,15677.00 ,,,,,,,,1197.00 ,2528.00 ,3964.00 ,,,1788976.00 ,
09/12/87,1845614.00 ,19469.00 ,16638.00 ,,,,,,,,1177.00 ,2644.00 ,4135.00 ,,,1889677.00 ,
09/19/87,1922984.00 ,19097.00 ,16661.00 ,,,,,,,,574.00 ,2871.00 ,3555.00 ,,,1965742.00 ,
09/26/87,1717273.00 ,18452.00 ,15166.00 ,,,,,,,,318.00 ,2788.00 ,3029.00 ,,,1757026.00 ,
10/03/87,1693930.00 ,19119.00 ,14916.00 ,,,,,,,,217.00 ,2809.00 ,3649.00 ,,,1734640.00 ,
10/10/87,1617527.00 ,18389.00 ,13830.00 ,,,,,,,,207.00 ,2588.00 ,4809.00 ,,,1657350.00 ,
10/17/87,1724986.00 ,19939.00 ,14437.00 ,,,,,,,,54.00 ,2893.00 ,3793.00 ,,,1766102.00 ,
10/24/87,1596917.00 ,18931.00 ,13582.00 ,,,,,,,,120.00 ,2906.00 ,3477.00 ,,,1635933.00 ,
10/31/87,1610960.00 ,19626.00 ,13706.00 ,,,,,,,,25.00 ,3238.00 ,4121.00 ,,,1651676.00 ,
11/07/87,1678910.00 ,18712.00 ,13079.00 ,,,,,,,,78.00 ,2641.00 ,3960.00 ,,,1717380.00 ,
11/14/87,1922035.00 ,21441.00 ,14749.00 ,,,,,,,,97.00 ,2997.00 ,4564.00 ,,,1965883.00 ,
11/21/87,1703346.00 ,18743.00 ,12297.00 ,,,,,,,,118.00 ,2659.00 ,3478.00 ,,,1740641.00 ,
11/28/87,2158720.00 ,22918.00 ,16326.00 ,,,,,,,,57.00 ,3148.00 ,5586.00 ,,,2206755.00 ,
12/05/87,2066400.00 ,22112.00 ,14222.00 ,,,,,,,,70.00 ,2804.00 ,5604.00 ,,,2111212.00 ,
12/12/87,2150877.00 ,21803.00 ,15564.00 ,,,,,,,,2249.00 ,843.00 ,4500.00 ,,,2195836.00 ,
12/19/87,2036446.00 ,20431.00 ,13751.00 ,,,,,,,,37.00 ,2443.00 ,5044.00 ,,,2078152.00 ,
12/26/87,2304558.00 ,21180.00 ,15532.00 ,,,,,,,,35.00 ,732.00 ,3950.00 ,,,2345987.00 ,
01/02/88,2750671.00 ,25738.00 ,16509.00 ,,,,,,,,62.00 ,2205.00 ,5997.00 ,,,2801182.00 ,
01/09/88,2858719.00 ,23599.00 ,18513.00 ,,,,,,,,33.00 ,3122.00 ,6888.00 ,,,2910874.00 ,
01/16/88,2708016.00 ,24655.00 ,17081.00 ,,,,,,,,58.00 ,2320.00 ,4382.00 ,,,2756512.00 ,
01/23/88,2797886.00 ,24445.00 ,19458.00 ,,,,,,,,124.00 ,1091.00 ,6513.00 ,,,2849517.00 ,
01/30/88,2644173.00 ,29330.00 ,17048.00 ,,,,,,,,285.00 ,2396.00 ,7800.00 ,,,2701032.00 ,
02/06/88,2682813.00 ,23371.00 ,19833.00 ,,,,,,,,3475.00 ,2346.00 ,6679.00 ,,,2738517.00 ,
02/13/88,2665775.00 ,24118.00 ,17696.00 ,,,,,,,,1517.00 ,2298.00 ,6273.00 ,,,2717677.00 ,
02/20/88,2645938.00 ,23956.00 ,19305.00 ,,,,,,,,4157.00 ,2837.00 ,5957.00 ,,,2702150.00 ,
02/27/88,2669713.00 ,24913.00 ,18401.00 ,,,,,,,,2346.00 ,3102.00 ,5698.00 ,,,2724173.00 ,
03/05/88,2629412.00 ,22660.00 ,19072.00 ,,,,,,,,4397.00 ,2594.00 ,7000.00 ,,,2685135.00 ,
03/12/88,2572034.00 ,23776.00 ,18466.00 ,,,,,,,,2257.00 ,2225.00 ,5047.00 ,,,2623805.00 ,
03/19/88,2474229.00 ,20985.00 ,18286.00 ,,,,,,,,4293.00 ,2496.00 ,6712.00 ,,,2527001.00 ,
03/26/88,2389902.00 ,22399.00 ,18099.00 ,,,,,,,,2560.00 ,2045.00 ,4935.00 ,,,2439940.00 ,
04/02/88,2301870.00 ,20292.00 ,17180.00 ,,,,,,,,3721.00 ,2170.00 ,4646.00 ,,,2349879.00 ,
04/09/88,2269088.00 ,21180.00 ,18955.00 ,,,,,,,,2490.00 ,1952.00 ,4725.00 ,,,2318390.00 ,
04/16/88,2181677.00 ,20055.00 ,19685.00 ,,,,,,,,2925.00 ,7473.00 ,4625.00 ,,,2236440.00 ,
04/23/88,2087086.00 ,19934.00 ,20677.00 ,,,,,,,,2304.00 ,962.00 ,4107.00 ,,,2135070.00 ,
04/30/88,2027896.00 ,19078.00 ,20952.00 ,,,,,,,,3097.00 ,1974.00 ,4637.00 ,,,2077634.00 ,
05/07/88,1965526.00 ,19309.00 ,22053.00 ,,,,,,,,2227.00 ,1769.00 ,4283.00 ,,,2015167.00 ,
05/14/88,1955734.00 ,19100.00 ,23156.00 ,,,,,,,,2306.00 ,1262.00 ,4544.00 ,,,2006102.00 ,
05/21/88,1890836.00 ,18846.00 ,24198.00 ,,,,,,,,2114.00 ,2698.00 ,4845.00 ,,,1943537.00 ,
05/28/88,1804644.00 ,17776.00 ,23000.00 ,,,,,,,,1865.00 ,2605.00 ,4015.00 ,,,1853905.00 ,
06/04/88,1875887.00 ,19370.00 ,25483.00 ,,,,,,,,2056.00 ,2252.00 ,4032.00 ,,,1929080.00 ,
06/11/88,1852072.00 ,19077.00 ,24687.00 ,,,,,,,,1835.00 ,2801.00 ,4687.00 ,,,1905159.00 ,
06/18/88,1815457.00 ,29720.00 ,24538.00 ,,,,,,,,1853.00 ,2044.00 ,5350.00 ,,,1878962.00 ,
06/25/88,1832644.00 ,20075.00 ,24289.00 ,,,,,,,,1764.00 ,3055.00 ,4824.00 ,,,1886651.00 ,
07/02/88,1755282.00 ,27195.00 ,22490.00 ,,,,,,,,1502.00 ,727.00 ,3266.00 ,,,1810462.00 ,
07/09/88,2031916.00 ,22485.00 ,24392.00 ,,,,,,,,1878.00 ,720.00 ,5166.00 ,,,2086557.00 ,
07/16/88,2020298.00 ,23698.00 ,23254.00 ,,,,,,,,1101.00 ,784.00 ,4599.00 ,,,2073734.00 ,
07/23/88,1976404.00 ,23192.00 ,22729.00 ,,,,,,,,635.00 ,801.00 ,4546.00 ,,,2028307.00 ,
07/30/88,2007446.00 ,23855.00 ,22056.00 ,,,,,,,,312.00 ,833.00 ,5138.00 ,,,2059640.00 ,
08/06/88,1960897.00 ,23434.00 ,22257.00 ,,,,,,,,150.00 ,722.00 ,5411.00 ,,,2012871.00 ,
08/13/88,1909366.00 ,23761.00 ,17717.00 ,,,,,,,,94.00 ,712.00 ,4573.00 ,,,1956223.00 ,
08/20/88,1858817.00 ,22905.00 ,18799.00 ,,,,,,,,46.00 ,727.00 ,5220.00 ,,,1906514.00 ,
08/27/88,1839537.00 ,23420.00 ,17452.00 ,,,,,,,,50.00 ,711.00 ,3854.00 ,,,1885024.00 ,
09/03/88,1690871.00 ,27701.00 ,14940.00 ,,,,,,,,23.00 ,599.00 ,3728.00 ,,,1737862.00 ,
09/10/88,1783473.00 ,23298.00 ,15450.00 ,,,,,,,,26.00 ,802.00 ,3792.00 ,,,1826841.00 ,
09/17/88,1700637.00 ,21766.00 ,14364.00 ,,,,,,,,13.00 ,704.00 ,3590.00 ,,,1741074.00 ,
09/24/88,1668235.00 ,22045.00 ,13527.00 ,,,,,,,,18.00 ,818.00 ,3545.00 ,,,1708188.00 ,
10/01/88,1611155.00 ,20436.00 ,12287.00 ,,,,,,,,1.00 ,771.00 ,2970.00 ,,,1647620.00 ,
10/08/88,1556426.00 ,22167.00 ,12454.00 ,,,,,,,,10.00 ,851.00 ,2421.00 ,,,1594329.00 ,
10/15/88,1678234.00 ,24404.00 ,12876.00 ,,,,,,,,12.00 ,786.00 ,2505.00 ,,,1718817.00 ,
10/22/88,1632358.00 ,23259.00 ,12400.00 ,,,,,,,,15.00 ,891.00 ,2466.00 ,,,1671389.00 ,
10/29/88,1723963.00 ,24629.00 ,12285.00 ,,,,,,,,31.00 ,780.00 ,3198.00 ,,,1764886.00 ,
11/05/88,1542175.00 ,21689.00 ,11388.00 ,,,,,,,,9.00 ,525.00 ,2358.00 ,,,1578144.00 ,
11/12/88,1853596.00 ,25488.00 ,14211.00 ,,,,,,,,2.00 ,891.00 ,4233.00 ,,,1898421.00 ,
11/19/88,1594249.00 ,21460.00 ,11019.00 ,,,,,,,,8.00 ,835.00 ,2077.00 ,,,1629648.00 ,
11/26/88,2110844.00 ,25747.00 ,14361.00 ,,,,,,,,7.00 ,840.00 ,4301.00 ,,,2156100.00 ,
12/03/88,1965251.00 ,25361.00 ,13348.00 ,,,,,,,,10.00 ,975.00 ,3768.00 ,,,2008713.00 ,
12/10/88,2054267.00 ,24048.00 ,14451.00 ,,,,,,,,5.00 ,807.00 ,3883.00 ,,,2097461.00 ,
12/17/88,2059289.00 ,25716.00 ,14303.00 ,,,,,,,,1.00 ,975.00 ,3761.00 ,,,2104045.00 ,
12/24/88,2075044.00 ,22269.00 ,13789.00 ,,,,,,,,7.00 ,654.00 ,2700.00 ,,,2114463.00 ,
12/31/88,2472479.00 ,26019.00 ,15005.00 ,,,,,,,,15.00 ,913.00 ,3373.00 ,,,2517804.00 ,
01/07/89,2706218.00 ,26577.00 ,16595.00 ,,,,,,,,6.00 ,977.00 ,4804.00 ,,,2755177.00 ,
01/14/89,2554160.00 ,27658.00 ,16155.00 ,,,,,,,,5.00 ,1009.00 ,3546.00 ,,,2602533.00 ,
01/21/89,2659558.00 ,25917.00 ,17705.00 ,,,,,,,,34.00 ,997.00 ,9954.00 ,,,2714165.00 ,
01/28/89,2596317.00 ,28137.00 ,16993.00 ,,,,,,,,10.00 ,1070.00 ,7966.00 ,,,2650493.00 ,
02/04/89,2568765.00 ,25355.00 ,17959.00 ,,,,,,,,4.00 ,909.00 ,5903.00 ,,,2618895.00 ,
02/11/89,2646456.00 ,26348.00 ,16523.00 ,,,,,,,,4.00 ,977.00 ,5141.00 ,,,2695449.00 ,
02/18/89,2577254.00 ,23932.00 ,15869.00 ,,,,,,,,40.00 ,926.00 ,5192.00 ,,,2623213.00 ,
02/25/89,2732113.00 ,25982.00 ,16468.00 ,,,,,,,,144.00 ,1062.00 ,5343.00 ,,,2781112.00 ,
03/04/89,2611346.00 ,23238.00 ,15939.00 ,,,,,,,,2276.00 ,975.00 ,5531.00 ,,,2659305.00 ,
03/11/89,2633874.00 ,24795.00 ,16188.00 ,,,,,,,,1052.00 ,1027.00 ,5997.00 ,,,2682933.00 ,
03/18/89,2500575.00 ,21518.00 ,15380.00 ,,,,,,,,2852.00 ,893.00 ,6066.00 ,,,2547284.00 ,
03/25/89,2486413.00 ,35710.00 ,15635.00 ,,,,,,,,1585.00 ,991.00 ,4670.00 ,,,2545004.00 ,
04/01/89,2374360.00 ,20033.00 ,15000.00 ,,,,,,,,3103.00 ,1001.00 ,5336.00 ,,,2418833.00 ,
04/08/89,2280849.00 ,21111.00 ,15021.00 ,,,,,,,,1733.00 ,1020.00 ,4854.00 ,,,2324588.00 ,
04/15/89,2237804.00 ,19607.00 ,14694.00 ,,,,,,,,2722.00 ,1535.00 ,4830.00 ,,,2281192.00 ,
04/22/89,2134606.00 ,20427.00 ,14801.00 ,,,,,,,,1743.00 ,1611.00 ,5837.00 ,,,2179025.00 ,
04/29/89,2046530.00 ,18265.00 ,13831.00 ,,,,,,,,2208.00 ,1693.00 ,6019.00 ,,,2088546.00 ,
05/06/89,1994131.00 ,18484.00 ,14792.00 ,,,,,,,,1599.00 ,1111.00 ,5099.00 ,,,2035216.00 ,
05/13/89,2044742.00 ,17816.00 ,14428.00 ,,,,,,,,1716.00 ,1523.00 ,4329.00 ,,,2084554.00 ,
05/20/89,1906821.00 ,18632.00 ,14242.00 ,,,,,,,,1413.00 ,1521.00 ,4809.00 ,,,1947438.00 ,
05/27/89,1806512.00 ,16734.00 ,13401.00 ,,,,,,,,90.00 ,1037.00 ,5520.00 ,,,1843294.00 ,
06/03/89,1951328.00 ,19200.00 ,14728.00 ,,,,,,,,1281.00 ,1195.00 ,5183.00 ,,,1992915.00 ,
06/10/89,1895360.00 ,18422.00 ,13974.00 ,,,,,,,,72.00 ,1061.00 ,6934.00 ,,,1935823.00 ,
06/17/89,1896202.00 ,19121.00 ,14359.00 ,,,,,,,,929.00 ,1238.00 ,6213.00 ,,,1938062.00 ,
06/24/89,1932521.00 ,17969.00 ,14211.00 ,,,,,,,,718.00 ,1340.00 ,5922.00 ,,,1972681.00 ,
07/01/89,1798029.00 ,15182.00 ,11822.00 ,,,,,,,,3010.00 ,273.00 ,1380.00 ,,,1829696.00 ,
07/08/89,2192869.00 ,20939.00 ,14438.00 ,,,,,,,,102.00 ,1331.00 ,5844.00 ,,,2235523.00 ,
07/15/89,2184522.00 ,22139.00 ,14622.00 ,,,,,,,,14.00 ,1292.00 ,5832.00 ,,,2228421.00 ,
07/22/89,2056768.00 ,21734.00 ,14351.00 ,,,,,,,,31.00 ,1042.00 ,5190.00 ,,,2099116.00 ,
07/29/89,2070419.00 ,23447.00 ,14494.00 ,,,,,,,,27.00 ,1206.00 ,5798.00 ,,,2115391.00 ,
08/05/89,2100865.00 ,22819.00 ,16892.00 ,,,,,,,,19.00 ,821.00 ,5885.00 ,,,2147301.00 ,
08/12/89,2044716.00 ,23553.00 ,14488.00 ,,,,,,,,21.00 ,1336.00 ,5286.00 ,,,2089400.00 ,
08/19/89,1954365.00 ,27314.00 ,14456.00 ,,,,,,,,3.00 ,1306.00 ,4622.00 ,,,2002066.00 ,
08/26/89,1942388.00 ,21808.00 ,14243.00 ,,,,,,,,9.00 ,1304.00 ,5035.00 ,,,1984787.00 ,
09/02/89,1776030.00 ,20082.00 ,13306.00 ,,,,,,,,15.00 ,1011.00 ,3406.00 ,,,1813850.00 ,
09/09/89,1925745.00 ,22010.00 ,14693.00 ,,,,,,,,8.00 ,1406.00 ,4478.00 ,,,1968340.00 ,
09/16/89,1760306.00 ,20819.00 ,14162.00 ,,,,,,,,10.00 ,813.00 ,4648.00 ,,,1800758.00 ,
09/23/89,1832038.00 ,21277.00 ,14115.00 ,,,,,,,,9.00 ,1609.00 ,4271.00 ,,,1873319.00 ,
09/30/89,1757285.00 ,20431.00 ,13867.00 ,,,,,,,,10.00 ,1001.00 ,4192.00 ,,,1796786.00 ,
10/07/89,1758616.00 ,20240.00 ,13456.00 ,,,,,,,,10.00 ,1214.00 ,3956.00 ,,,1797492.00 ,
10/14/89,1902508.00 ,22899.00 ,15094.00 ,,,,,,,,20.00 ,1415.00 ,4149.00 ,,,1946085.00 ,
10/21/89,1878537.00 ,21951.00 ,14657.00 ,,,,,,,,25.00 ,1141.00 ,4522.00 ,,,1920833.00 ,
10/28/89,1915595.00 ,22405.00 ,15645.00 ,,,,,,,,21.00 ,821.00 ,3754.00 ,,,1958241.00 ,
11/04/89,1844634.00 ,17559.00 ,13151.00 ,,,,,,,,30.00 ,521.00 ,1220.00 ,,,1877115.00 ,
11/11/89,2076515.00 ,22785.00 ,17019.00 ,,,,,,,,849.00 ,663.00 ,4709.00 ,,,2122540.00 ,
11/18/89,1824107.00 ,20660.00 ,13779.00 ,,,,,,,,19.00 ,996.00 ,2710.00 ,,,1862271.00 ,
11/25/89,2379678.00 ,24182.00 ,17099.00 ,,,,,,,,9.00 ,1508.00 ,4334.00 ,,,2426810.00 ,
12/02/89,2245426.00 ,23354.00 ,16156.00 ,,,,,,,,25.00 ,1578.00 ,4156.00 ,,,2290695.00 ,
12/09/89,2286532.00 ,22746.00 ,16717.00 ,,,,,,,,11.00 ,1249.00 ,4673.00 ,,,2331928.00 ,
12/16/89,2325734.00 ,22426.00 ,16342.00 ,,,,,,,,10.00 ,1699.00 ,5648.00 ,,,2371859.00 ,
12/23/89,2403087.00 ,21224.00 ,15470.00 ,,,,,,,,5.00 ,1272.00 ,4771.00 ,,,2445829.00 ,
12/30/89,2837337.00 ,24372.00 ,17384.00 ,,,,,,,,16.00 ,1590.00 ,3953.00 ,,,2884652.00 ,
